province,year,month,week,total_cases,avg_temp,max_temp,min_temp,avg_rainfall,max_rainfall,min_rainfall,avg_humidity,max_humidity,min_humidity,population
01 Distrito Nacional,2019,10,41,49,26.66,31.6,22.9,1.7,7.3,0.0,79.7,97,52,1036494
01 Distrito Nacional,2019,10,42,38,26.66,31.3,22.5,2.33,7.5,0.3,80.3,97,52,1036494
01 Distrito Nacional,2019,10,43,53,25.74,31.5,22.4,3.87,8.2,1.5,84.7,96,58,1036494
01 Distrito Nacional,2019,11,44,32,26.14,31.9,22.4,1.44,4.3,0.0,77.8,96,45,1036494
01 Distrito Nacional,2019,11,45,31,25.94,31.0,22.2,1.6,3.5,0.4,81.0,96,48,1036494
01 Distrito Nacional,2019,11,46,27,25.57,30.0,22.1,1.43,5.8,0.1,84.3,98,56,1036494
01 Distrito Nacional,2019,11,47,34,25.39,30.7,21.1,0.59,1.9,0.0,76.8,97,35,1036494
01 Distrito Nacional,2019,11,48,17,25.64,32.7,20.4,0.11,0.3,0.0,72.6,96,42,1036494
01 Distrito Nacional,2019,12,49,22,25.54,30.4,22.2,4.3,7.1,0.5,83.3,97,57,1036494
01 Distrito Nacional,2019,12,50,19,24.56,30.3,21.3,6.81,18.5,2.3,83.2,97,51,1036494
01 Distrito Nacional,2019,12,51,22,24.69,29.8,21.4,3.47,9.9,0.5,83.3,97,47,1036494
01 Distrito Nacional,2019,12,52,15,25.1,30.5,21.3,1.17,3.1,0.0,80.2,96,45,1036494
01 Distrito Nacional,2020,12,1,19,25.14,29.8,20.9,0.9,2.8,0.0,77.4,96,47,1043186
01 Distrito Nacional,2020,1,2,28,24.84,30.3,20.8,1.07,2.3,0.0,73.2,92,42,1043186
01 Distrito Nacional,2020,1,3,19,24.16,29.9,20.8,2.64,10.0,0.0,75.9,92,42,1043186
01 Distrito Nacional,2020,1,4,17,24.17,28.4,20.8,2.11,5.2,0.2,79.6,98,55,1043186
01 Distrito Nacional,2020,2,5,20,24.5,29.0,19.9,0.4,0.8,0.1,80.2,99,51,1043186
01 Distrito Nacional,2020,2,6,19,24.96,31.1,21.1,1.81,5.6,0.0,77.6,95,41,1043186
01 Distrito Nacional,2020,2,7,14,24.77,30.9,20.9,1.96,5.3,0.4,73.7,94,39,1043186
01 Distrito Nacional,2020,2,8,19,24.46,29.7,20.0,3.24,14.5,0.0,78.9,96,48,1043186
01 Distrito Nacional,2020,2,9,20,24.46,29.8,20.2,1.6,6.0,0.0,76.6,96,42,1043186
01 Distrito Nacional,2020,3,10,7,24.31,29.1,20.6,1.53,3.2,0.1,80.2,96,55,1043186
01 Distrito Nacional,2020,3,11,7,23.41,28.6,19.8,2.89,6.9,0.0,80.3,97,47,1043186
01 Distrito Nacional,2020,3,12,7,23.76,29.2,19.7,0.94,2.8,0.0,72.1,92,44,1043186
01 Distrito Nacional,2020,3,13,3,24.04,29.3,20.0,3.6,13.1,0.2,79.5,96,47,1043186
01 Distrito Nacional,2020,4,14,1,24.67,29.7,19.5,0.4,2.3,0.0,77.2,95,49,1043186
01 Distrito Nacional,2020,4,15,3,25.61,30.5,22.2,3.0,11.8,0.0,83.1,97,58,1043186
01 Distrito Nacional,2020,4,16,4,25.61,31.2,21.6,1.57,4.2,0.3,80.3,95,48,1043186
01 Distrito Nacional,2020,4,17,3,25.9,30.8,21.9,0.91,1.7,0.0,80.5,96,51,1043186
01 Distrito Nacional,2020,5,18,6,25.7,29.5,21.3,0.97,1.9,0.2,79.6,96,55,1043186
01 Distrito Nacional,2020,5,19,3,26.63,30.3,22.9,1.5,3.7,0.3,80.3,96,59,1043186
01 Distrito Nacional,2020,5,20,4,26.39,29.8,22.4,2.03,4.1,0.4,78.4,96,58,1043186
01 Distrito Nacional,2020,5,21,4,27.01,31.1,23.8,1.57,3.8,0.0,79.9,99,58,1043186
01 Distrito Nacional,2020,5,22,1,26.69,30.7,22.8,2.41,7.8,0.4,80.8,97,59,1043186
01 Distrito Nacional,2020,6,23,3,26.83,31.5,23.1,1.67,2.7,0.0,79.5,97,55,1043186
01 Distrito Nacional,2020,6,24,6,27.04,30.8,23.3,1.46,5.5,0.0,78.8,96,54,1043186
01 Distrito Nacional,2020,6,25,1,27.23,31.1,23.6,2.36,5.3,0.5,79.0,98,49,1043186
01 Distrito Nacional,2020,6,26,1,27.9,33.7,22.6,2.86,9.6,0.0,76.9,96,44,1043186
01 Distrito Nacional,2020,6,27,0,26.97,31.6,23.5,2.67,8.0,0.5,81.6,96,57,1043186
01 Distrito Nacional,2020,7,28,1,27.23,33.3,23.3,5.01,17.5,0.6,80.2,95,46,1043186
01 Distrito Nacional,2020,7,29,2,27.21,32.1,23.7,3.66,7.5,1.7,80.0,96,47,1043186
01 Distrito Nacional,2020,7,30,0,26.76,32.4,23.2,4.56,10.1,0.9,80.9,96,53,1043186
01 Distrito Nacional,2020,7,31,0,27.2,33.4,24.2,9.03,28.3,0.6,80.9,95,49,1043186
01 Distrito Nacional,2020,7,32,0,27.36,32.8,23.4,2.0,6.6,0.1,81.1,96,53,1043186
01 Distrito Nacional,2020,7,33,0,27.49,32.9,23.8,2.01,6.1,0.1,78.5,94,50,1043186
01 Distrito Nacional,2020,7,34,0,27.17,31.8,24.1,23.13,137.8,0.4,82.9,96,61,1043186
01 Distrito Nacional,2020,8,35,1,27.4,32.5,23.5,2.23,8.4,0.1,81.8,97,57,1043186
01 Distrito Nacional,2020,9,36,2,26.31,32.4,23.5,8.41,14.2,3.1,86.4,96,58,1043186
01 Distrito Nacional,2020,9,37,0,26.5,30.3,23.0,1.87,4.2,0.5,84.4,98,63,1043186
01 Distrito Nacional,2020,9,38,0,27.0,32.2,23.0,2.24,6.3,0.4,81.9,97,54,1043186
01 Distrito Nacional,2020,9,39,2,27.09,31.7,23.3,1.69,4.7,0.0,81.7,96,49,1043186
01 Distrito Nacional,2020,9,40,0,25.8,31.2,23.1,7.97,12.4,3.1,86.4,97,59,1043186
01 Distrito Nacional,2020,10,41,2,26.19,31.8,22.1,3.06,5.6,0.2,84.7,97,56,1043186
01 Distrito Nacional,2020,10,42,1,26.0,30.1,23.2,6.13,14.5,1.3,87.5,98,68,1043186
01 Distrito Nacional,2020,10,43,2,26.21,30.5,22.7,1.8,5.4,0.1,84.1,97,58,1043186
01 Distrito Nacional,2020,10,44,2,25.86,30.8,23.0,5.14,14.0,0.3,84.5,96,60,1043186
01 Distrito Nacional,2020,10,45,0,25.0,28.8,22.6,11.3,36.1,1.4,87.7,97,64,1043186
01 Distrito Nacional,2020,11,46,2,24.74,29.2,22.2,12.77,27.9,1.6,88.0,98,66,1043186
01 Distrito Nacional,2020,11,47,3,24.67,29.0,21.6,6.59,15.1,0.2,87.1,98,59,1043186
01 Distrito Nacional,2020,11,48,1,24.71,29.3,20.3,2.54,12.9,0.0,81.3,96,51,1043186
01 Distrito Nacional,2020,11,49,0,24.29,28.9,19.7,0.41,1.3,0.0,78.9,92,54,1043186
01 Distrito Nacional,2020,12,50,2,24.21,28.1,20.6,1.44,3.0,0.0,85.5,96,66,1043186
01 Distrito Nacional,2020,12,51,1,24.11,29.2,20.2,1.3,1.9,0.2,84.4,96,55,1043186
01 Distrito Nacional,2020,12,52,0,24.14,29.4,20.9,2.24,9.4,0.1,82.9,96,49,1043186
01 Distrito Nacional,2021,1,1,3,23.63,29.2,18.7,0.34,1.0,0.0,79.1,97,49,1049567
01 Distrito Nacional,2021,1,2,5,23.93,28.9,20.1,0.76,2.4,0.0,82.7,97,54,1049567
01 Distrito Nacional,2021,1,3,1,24.11,29.4,20.5,1.09,4.4,0.0,81.9,95,51,1049567
01 Distrito Nacional,2021,1,4,0,23.66,29.7,19.8,0.67,2.2,0.0,76.6,94,44,1049567
01 Distrito Nacional,2021,1,5,0,24.14,28.5,20.5,1.71,5.7,0.1,81.6,97,58,1049567
01 Distrito Nacional,2021,2,6,2,24.23,29.8,20.6,0.93,1.8,0.2,77.8,95,48,1049567
01 Distrito Nacional,2021,2,7,2,24.09,29.3,19.8,4.19,23.0,0.0,76.4,93,50,1049567
01 Distrito Nacional,2021,2,8,3,23.91,30.0,19.7,0.86,3.6,0.1,75.2,94,38,1049567
01 Distrito Nacional,2021,3,9,2,24.04,29.6,19.6,0.86,2.6,0.0,77.4,96,42,1049567
01 Distrito Nacional,2021,3,10,3,23.6,29.8,19.9,8.36,25.2,0.0,80.7,95,43,1049567
01 Distrito Nacional,2021,3,11,1,23.51,29.4,18.4,0.47,1.6,0.0,73.8,94,43,1049567
01 Distrito Nacional,2021,3,12,6,24.14,28.8,20.2,1.44,2.6,0.8,79.5,95,50,1049567
01 Distrito Nacional,2021,4,13,2,24.44,29.4,20.4,3.16,12.2,0.1,79.5,99,51,1049567
01 Distrito Nacional,2021,4,14,2,23.74,28.2,20.4,5.91,14.0,0.0,80.4,95,51,1049567
01 Distrito Nacional,2021,4,15,3,24.5,30.7,19.0,0.56,1.6,0.0,80.4,98,44,1049567
01 Distrito Nacional,2021,4,16,1,24.9,28.8,21.1,1.31,3.0,0.1,82.1,97,60,1049567
01 Distrito Nacional,2021,4,17,4,24.37,29.2,20.9,4.06,7.2,1.3,81.8,96,52,1049567
01 Distrito Nacional,2021,5,18,5,24.99,29.0,21.1,2.26,8.2,0.6,80.0,96,59,1049567
01 Distrito Nacional,2021,5,19,9,25.51,29.6,21.9,2.79,13.9,0.1,82.3,96,58,1049567
01 Distrito Nacional,2021,5,20,1,25.37,30.3,21.8,3.63,8.7,0.8,83.4,98,57,1049567
01 Distrito Nacional,2021,5,21,6,25.63,30.5,22.2,3.11,4.8,1.5,82.3,98,57,1049567
01 Distrito Nacional,2021,6,22,3,25.26,29.9,22.3,5.91,13.6,1.4,82.8,95,56,1049567
01 Distrito Nacional,2021,6,23,4,25.17,29.7,22.1,7.26,16.9,0.7,86.4,97,63,1049567
01 Distrito Nacional,2021,6,24,5,26.47,31.0,22.7,2.46,8.8,0.1,81.4,96,58,1049567
01 Distrito Nacional,2021,6,25,2,25.66,29.8,22.6,4.5,10.0,1.3,83.6,97,60,1049567
01 Distrito Nacional,2021,6,26,2,26.34,30.8,23.1,11.96,48.4,0.4,82.9,97,60,1049567
01 Distrito Nacional,2021,7,27,6,26.36,32.0,23.0,3.76,13.5,0.9,80.2,96,46,1049567
01 Distrito Nacional,2021,7,28,6,26.1,31.3,22.3,5.73,19.7,0.9,81.7,96,56,1049567
01 Distrito Nacional,2021,7,29,4,26.61,30.7,23.2,1.87,4.0,0.2,81.9,96,56,1049567
01 Distrito Nacional,2021,7,30,6,26.5,32.1,23.0,4.47,8.4,0.4,84.0,98,55,1049567
01 Distrito Nacional,2021,8,31,15,26.53,31.5,23.3,2.36,4.5,0.7,82.9,98,53,1049567
01 Distrito Nacional,2021,8,32,10,26.14,32.2,23.2,15.41,43.6,0.8,83.6,98,56,1049567
01 Distrito Nacional,2021,8,33,9,26.24,32.0,23.3,10.69,54.2,1.0,84.5,97,55,1049567
01 Distrito Nacional,2021,8,34,16,27.13,32.5,23.3,0.67,2.2,0.0,80.2,95,51,1049567
01 Distrito Nacional,2021,9,35,13,26.83,31.5,23.3,0.97,2.1,0.4,83.0,97,58,1049567
01 Distrito Nacional,2021,9,36,16,26.99,32.2,23.4,4.91,26.3,0.2,81.4,96,53,1049567
01 Distrito Nacional,2021,9,37,18,26.33,31.2,23.1,4.31,10.5,1.0,82.6,98,57,1049567
01 Distrito Nacional,2021,9,38,13,26.94,31.7,23.4,1.7,5.4,0.1,81.9,96,57,1049567
01 Distrito Nacional,2021,10,39,20,26.06,30.8,22.4,5.4,16.2,0.2,83.6,97,60,1049567
01 Distrito Nacional,2021,10,40,8,26.37,31.9,23.1,2.8,7.6,0.0,81.8,96,52,1049567
01 Distrito Nacional,2021,10,41,6,26.16,31.1,23.2,8.44,19.1,0.7,86.2,97,64,1049567
01 Distrito Nacional,2021,10,42,13,25.69,30.8,22.4,8.31,18.5,0.8,84.1,97,59,1049567
01 Distrito Nacional,2021,10,43,14,25.91,30.5,21.8,0.79,4.5,0.0,80.1,96,63,1049567
01 Distrito Nacional,2021,11,44,20,25.46,30.1,22.3,4.27,14.0,0.3,82.9,96,58,1049567
01 Distrito Nacional,2021,11,45,21,25.6,30.8,21.7,1.1,2.7,0.0,80.4,96,49,1049567
01 Distrito Nacional,2021,11,46,14,25.79,31.8,21.6,0.31,1.3,0.0,75.8,93,38,1049567
01 Distrito Nacional,2021,11,47,19,24.87,30.4,20.9,1.66,3.0,0.0,79.9,96,51,1049567
01 Distrito Nacional,2021,12,48,19,25.16,30.9,21.4,1.24,4.5,0.0,80.4,94,49,1049567
01 Distrito Nacional,2021,12,49,12,24.94,30.6,21.3,0.71,2.3,0.1,76.2,95,47,1049567
01 Distrito Nacional,2021,12,50,7,24.11,30.0,20.7,1.93,5.2,0.0,78.0,92,43,1049567
01 Distrito Nacional,2021,12,51,8,24.13,29.5,20.3,3.49,11.4,0.4,84.2,96,57,1049567
01 Distrito Nacional,2021,12,52,8,24.44,30.3,19.6,0.01,0.1,0.0,72.1,95,43,1049567
01 Distrito Nacional,2022,1,1,5,24.06,30.7,19.3,0.8,3.6,0.0,76.6,96,41,1056690
01 Distrito Nacional,2022,1,2,9,23.74,28.5,18.7,0.79,1.5,0.0,78.2,97,49,1056690
01 Distrito Nacional,2022,1,3,12,24.04,29.2,19.6,0.49,0.7,0.0,78.4,96,50,1056690
01 Distrito Nacional,2022,1,4,11,23.77,29.5,18.6,0.3,1.5,0.0,78.1,96,47,1056690
01 Distrito Nacional,2022,2,5,7,22.91,29.0,19.0,5.44,26.4,0.6,81.6,98,49,1056690
01 Distrito Nacional,2022,2,6,7,23.44,28.6,19.5,3.29,14.9,0.8,79.9,95,50,1056690
01 Distrito Nacional,2022,2,7,6,24.03,30.2,18.6,1.43,2.8,0.5,75.1,94,41,1056690
01 Distrito Nacional,2022,2,8,5,23.79,29.6,19.9,0.87,2.2,0.2,71.6,92,45,1056690
01 Distrito Nacional,2022,3,9,4,23.91,29.4,20.1,3.14,10.4,0.1,81.6,96,53,1056690
01 Distrito Nacional,2022,3,10,11,23.76,29.8,20.0,2.74,4.4,0.5,80.9,96,54,1056690
01 Distrito Nacional,2022,3,11,5,24.4,30.1,20.3,1.09,2.0,0.1,76.1,94,46,1056690
01 Distrito Nacional,2022,3,12,13,24.33,29.5,19.4,1.61,8.0,0.0,76.2,96,48,1056690
01 Distrito Nacional,2022,4,13,11,23.74,28.8,20.2,8.07,25.1,0.4,82.2,96,56,1056690
01 Distrito Nacional,2022,4,14,8,24.59,28.3,20.3,0.87,2.4,0.1,80.5,98,57,1056690
01 Distrito Nacional,2022,4,15,8,24.21,29.8,20.6,3.94,13.7,1.2,80.1,96,49,1056690
01 Distrito Nacional,2022,4,16,4,23.46,28.6,20.4,13.47,37.0,1.5,84.3,97,55,1056690
01 Distrito Nacional,2022,4,17,5,23.74,30.4,19.1,15.67,93.8,0.0,74.5,97,40,1056690
01 Distrito Nacional,2022,5,18,5,25.1,29.1,21.2,1.29,3.2,0.0,83.0,97,64,1056690
01 Distrito Nacional,2022,5,19,8,25.39,28.9,21.9,2.6,6.0,0.8,82.4,96,66,1056690
01 Distrito Nacional,2022,5,20,6,26.07,29.4,21.9,1.77,5.8,0.0,82.5,97,66,1056690
01 Distrito Nacional,2022,5,21,8,24.89,29.5,21.1,6.03,14.8,0.2,83.0,95,61,1056690
01 Distrito Nacional,2022,6,22,6,26.47,30.2,22.4,1.46,3.5,0.2,79.6,96,58,1056690
01 Distrito Nacional,2022,6,23,5,26.4,30.5,22.0,2.76,9.6,0.4,79.6,97,61,1056690
01 Distrito Nacional,2022,6,24,8,26.06,31.8,21.1,4.91,11.2,0.0,79.7,97,52,1056690
01 Distrito Nacional,2022,6,25,9,26.43,31.0,21.7,1.4,2.4,0.3,78.8,96,52,1056690
01 Distrito Nacional,2022,6,26,2,26.11,33.0,22.4,11.23,53.3,0.3,78.9,97,44,1056690
01 Distrito Nacional,2022,7,27,6,25.83,30.7,22.1,3.46,11.9,0.7,82.1,95,57,1056690
01 Distrito Nacional,2022,7,28,8,26.34,32.2,23.0,2.43,3.9,0.4,81.4,95,52,1056690
01 Distrito Nacional,2022,7,29,20,26.0,31.4,22.7,5.14,12.5,0.6,81.2,96,51,1056690
01 Distrito Nacional,2022,7,30,7,26.03,32.2,22.3,4.23,7.4,1.9,80.6,95,54,1056690
01 Distrito Nacional,2022,8,31,14,26.59,32.3,22.7,3.3,12.8,1.2,78.6,95,53,1056690
01 Distrito Nacional,2022,8,32,13,26.61,32.0,22.0,4.07,12.8,0.1,80.1,98,53,1056690
01 Distrito Nacional,2022,8,33,10,26.09,30.8,22.4,4.06,10.2,0.8,84.6,97,65,1056690
01 Distrito Nacional,2022,8,34,9,26.0,32.0,22.0,2.8,4.8,0.6,83.2,96,51,1056690
01 Distrito Nacional,2022,9,35,27,26.19,32.3,21.8,6.43,16.3,0.4,82.2,97,59,1056690
01 Distrito Nacional,2022,9,36,22,26.4,32.1,23.0,6.54,21.4,1.0,84.8,97,56,1056690
01 Distrito Nacional,2022,9,37,24,26.5,32.6,22.5,4.64,13.2,0.1,81.2,96,50,1056690
01 Distrito Nacional,2022,9,38,24,26.07,29.9,22.6,20.56,65.1,0.1,85.5,97,66,1056690
01 Distrito Nacional,2022,10,39,17,25.51,30.3,22.1,5.43,11.4,1.3,85.1,96,66,1056690
01 Distrito Nacional,2022,10,40,32,26.1,31.0,22.7,4.87,12.7,0.2,83.9,97,54,1056690
01 Distrito Nacional,2022,10,41,29,25.79,30.4,22.3,1.49,5.0,0.0,83.8,97,62,1056690
01 Distrito Nacional,2022,10,42,15,25.93,30.1,21.9,2.04,10.4,0.0,82.5,96,60,1056690
01 Distrito Nacional,2022,10,43,28,24.73,30.1,21.1,8.91,19.5,0.7,86.0,98,60,1056690
01 Distrito Nacional,2022,11,44,28,24.63,30.7,20.7,8.67,23.8,0.1,86.4,97,62,1056690
01 Distrito Nacional,2022,11,45,13,25.39,29.5,20.6,1.64,3.0,0.0,83.6,97,62,1056690
01 Distrito Nacional,2022,11,46,14,25.01,30.0,21.6,1.51,3.3,0.5,81.9,94,56,1056690
01 Distrito Nacional,2022,11,47,13,25.04,30.0,22.1,1.5,3.8,0.4,82.6,96,53,1056690
01 Distrito Nacional,2022,12,48,14,24.46,30.4,20.6,0.74,3.3,0.0,77.5,95,48,1056690
01 Distrito Nacional,2022,12,49,15,23.51,28.5,19.9,0.26,0.9,0.0,72.0,91,50,1056690
01 Distrito Nacional,2022,12,50,16,23.26,29.1,17.8,0.14,0.4,0.0,77.4,93,46,1056690
01 Distrito Nacional,2022,12,51,3,23.87,29.7,20.0,0.2,0.8,0.0,80.3,95,45,1056690
01 Distrito Nacional,2022,12,52,6,24.09,29.8,20.1,0.94,1.6,0.3,79.5,94,50,1056690
01 Distrito Nacional,2023,1,1,15,23.14,28.9,19.9,4.83,12.2,0.5,81.5,96,53,1063514
01 Distrito Nacional,2023,1,2,9,23.11,28.3,19.5,1.2,2.4,0.6,84.5,97,55,1063514
01 Distrito Nacional,2023,1,3,9,22.39,28.1,17.1,0.19,0.9,0.0,72.1,95,44,1063514
01 Distrito Nacional,2023,1,4,11,23.27,29.3,19.0,0.49,1.5,0.0,76.9,95,51,1063514
01 Distrito Nacional,2023,2,5,8,23.51,28.7,19.7,1.2,5.3,0.0,76.9,96,49,1063514
01 Distrito Nacional,2023,2,6,10,23.61,29.3,19.7,1.11,3.1,0.0,76.8,96,46,1063514
01 Distrito Nacional,2023,2,7,5,23.76,29.9,18.2,0.4,1.4,0.0,74.4,97,43,1063514
01 Distrito Nacional,2023,2,8,1,23.87,29.9,19.5,0.06,0.4,0.0,69.7,93,40,1063514
01 Distrito Nacional,2023,3,9,3,23.44,28.8,17.9,0.34,1.7,0.0,74.1,93,42,1063514
01 Distrito Nacional,2023,3,10,6,23.94,31.0,17.7,1.13,6.7,0.0,72.2,95,35,1063514
01 Distrito Nacional,2023,3,11,13,23.9,29.6,18.6,3.86,25.1,0.0,75.3,96,40,1063514
01 Distrito Nacional,2023,3,12,4,24.53,30.9,20.2,0.63,2.5,0.0,73.3,96,39,1063514
01 Distrito Nacional,2023,3,13,5,24.67,29.9,20.5,0.47,1.2,0.0,73.6,95,45,1063514
01 Distrito Nacional,2023,4,14,5,23.61,29.8,19.3,9.14,25.9,0.3,78.6,98,38,1063514
01 Distrito Nacional,2023,4,15,3,24.89,28.7,21.3,2.17,6.1,0.2,81.1,98,59,1063514
01 Distrito Nacional,2023,4,16,4,24.79,28.6,20.6,3.26,9.3,0.4,79.4,97,60,1063514
01 Distrito Nacional,2023,4,17,1,25.51,30.2,20.0,0.93,2.0,0.0,78.3,96,54,1063514
01 Distrito Nacional,2023,5,18,9,26.69,30.0,21.7,0.51,2.0,0.0,77.1,98,52,1063514
01 Distrito Nacional,2023,5,19,7,26.57,30.5,22.3,1.41,3.5,0.0,76.0,95,55,1063514
01 Distrito Nacional,2023,5,20,5,26.04,30.2,22.1,7.04,21.4,0.1,82.2,99,62,1063514
01 Distrito Nacional,2023,5,21,12,26.41,30.2,22.8,3.86,15.2,0.6,82.9,98,68,1063514
01 Distrito Nacional,2023,6,22,6,26.9,30.0,23.1,4.33,9.7,1.1,81.5,96,64,1063514
01 Distrito Nacional,2023,6,23,9,27.89,30.4,24.4,2.21,4.6,0.7,80.3,95,67,1063514
01 Distrito Nacional,2023,6,24,8,27.36,30.6,24.0,1.54,3.5,0.4,79.2,97,62,1063514
01 Distrito Nacional,2023,6,25,18,27.54,33.8,23.1,1.96,3.3,0.6,76.7,97,46,1063514
01 Distrito Nacional,2023,7,26,30,27.47,32.2,23.6,4.46,14.0,0.1,78.8,96,52,1063514
01 Distrito Nacional,2023,7,27,42,27.21,32.7,23.5,5.41,26.4,0.1,80.5,98,50,1063514
01 Distrito Nacional,2023,7,28,24,27.8,35.3,22.4,5.61,17.1,0.2,78.8,96,39,1063514
01 Distrito Nacional,2023,7,29,43,27.36,32.0,22.7,4.01,12.2,0.0,81.7,98,63,1063514
01 Distrito Nacional,2023,7,30,56,27.23,33.4,23.5,5.87,27.7,0.0,80.1,96,53,1063514
01 Distrito Nacional,2023,8,31,62,27.51,32.2,24.2,3.24,7.7,0.6,82.7,98,62,1063514
01 Distrito Nacional,2023,8,32,74,26.96,32.8,23.3,7.5,15.0,2.8,84.5,97,56,1063514
01 Distrito Nacional,2023,8,33,72,27.69,34.4,23.6,4.7,14.9,0.1,79.0,95,49,1063514
01 Distrito Nacional,2023,8,34,115,26.16,31.8,22.7,29.24,95.5,0.8,88.1,99,60,1063514
01 Distrito Nacional,2023,9,35,175,27.5,31.4,23.6,2.34,9.3,0.2,85.8,98,67,1063514
01 Distrito Nacional,2023,9,36,206,27.26,32.8,23.4,2.07,5.8,0.2,82.0,96,59,1063514
01 Distrito Nacional,2023,9,37,150,27.3,33.9,23.3,2.63,7.3,0.7,82.7,99,53,1063514
01 Distrito Nacional,2023,9,38,1,27.29,32.2,23.2,2.16,4.2,0.4,80.7,96,55,1063514
01 Distrito Nacional,2023,9,39,0,27.37,33.4,23.5,5.9,11.8,1.0,82.3,95,56,1063514
01 Distrito Nacional,2023,9,40,0,27.16,33.6,23.2,5.17,11.8,0.5,83.6,99,53,1063514
01 Distrito Nacional,2023,9,41,0,27.7,31.3,23.9,0.36,0.7,0.1,82.5,98,58,1063514
01 Distrito Nacional,2023,9,42,0,27.3,33.2,23.2,4.1,10.8,0.1,81.2,98,53,1063514
01 Distrito Nacional,2023,9,43,0,26.53,32.9,22.7,2.41,5.2,0.1,79.5,96,48,1063514
01 Distrito Nacional,2023,9,44,0,26.43,31.3,22.8,5.53,21.7,0.2,82.6,99,53,1063514
01 Distrito Nacional,2023,9,45,0,25.41,30.4,21.7,6.91,15.7,0.0,87.0,98,62,1063514
01 Distrito Nacional,2023,9,46,0,25.5,30.8,21.9,9.06,35.9,0.9,84.5,97,58,1063514
01 Distrito Nacional,2023,9,47,0,25.41,30.6,21.5,0.7,2.7,0.0,82.4,97,54,1063514
01 Distrito Nacional,2023,9,48,0,25.34,30.9,21.0,0.27,0.7,0.0,79.8,99,52,1063514
01 Distrito Nacional,2023,9,49,0,25.01,30.9,19.8,2.53,5.0,0.3,82.2,96,53,1063514
01 Distrito Nacional,2023,9,50,0,24.26,31.2,20.7,2.19,5.3,0.0,82.2,98,44,1063514
01 Distrito Nacional,2023,9,51,0,23.54,28.5,20.1,8.71,47.0,0.0,83.2,98,52,1063514
01 Distrito Nacional,2023,9,52,0,23.8,28.6,20.1,0.3,1.1,0.0,82.5,98,56,1063514
02 Azua,2015,1,1,2,25.4,31.3,20.1,0.0,0.0,0.0,69.5,94,38,219224
02 Azua,2015,1,2,0,25.39,30.9,20.2,0.01,0.1,0.0,68.9,91,36,219224
02 Azua,2015,1,3,0,25.31,30.0,20.4,1.44,6.8,0.0,74.9,95,46,219224
02 Azua,2015,1,4,2,24.94,29.4,20.0,0.43,1.5,0.0,76.6,100,49,219224
02 Azua,2015,2,5,7,24.47,29.1,19.7,2.41,7.6,0.0,75.3,96,47,219224
02 Azua,2015,2,6,4,24.59,29.7,19.6,0.76,3.5,0.0,76.2,97,49,219224
02 Azua,2015,2,7,3,24.73,29.6,20.1,0.23,0.9,0.0,75.7,98,48,219224
02 Azua,2015,2,8,3,25.26,30.5,21.1,2.87,17.1,0.0,72.8,94,44,219224
02 Azua,2015,3,9,5,25.21,30.6,20.4,0.23,0.8,0.0,72.7,93,45,219224
02 Azua,2015,3,10,3,25.27,30.3,19.9,0.0,0.0,0.0,67.4,90,39,219224
02 Azua,2015,3,11,5,25.71,31.9,20.1,0.0,0.0,0.0,65.9,90,32,219224
02 Azua,2015,3,12,6,25.0,29.9,21.7,1.29,2.6,0.1,72.5,98,44,219224
02 Azua,2015,4,13,7,25.14,29.5,20.7,0.83,2.2,0.1,74.5,97,48,219224
02 Azua,2015,4,14,4,25.29,29.4,22.3,1.83,5.3,0.3,70.9,92,45,219224
02 Azua,2015,4,15,3,26.19,30.9,22.6,0.34,0.6,0.0,68.1,90,40,219224
02 Azua,2015,4,16,3,26.31,31.1,21.6,0.19,0.5,0.0,68.1,96,39,219224
02 Azua,2015,5,17,2,25.87,30.6,21.9,0.49,1.5,0.0,74.9,98,49,219224
02 Azua,2015,5,18,5,26.21,30.6,20.3,0.0,0.0,0.0,69.8,99,43,219224
02 Azua,2015,5,19,4,26.59,31.6,21.7,0.04,0.2,0.0,68.8,97,39,219224
02 Azua,2015,5,20,1,27.31,32.7,23.5,0.6,2.6,0.0,66.3,85,39,219224
02 Azua,2015,5,21,3,27.2,32.8,23.2,2.14,5.5,0.4,71.0,99,40,219224
02 Azua,2015,5,22,0,26.69,31.8,22.5,2.17,4.1,0.4,71.3,95,45,219224
02 Azua,2015,6,23,1,26.83,30.8,22.3,1.49,5.0,0.1,75.0,98,54,219224
02 Azua,2015,6,24,1,27.46,32.2,22.5,1.13,2.6,0.0,72.0,98,48,219224
02 Azua,2015,6,25,3,27.93,33.5,22.9,3.44,6.5,0.0,70.6,98,40,219224
02 Azua,2015,6,26,0,27.83,32.7,23.3,0.4,1.3,0.0,68.0,92,41,219224
02 Azua,2015,7,27,6,28.63,35.0,24.3,0.16,0.8,0.0,66.2,89,34,219224
02 Azua,2015,7,28,8,28.26,34.2,24.3,0.8,1.9,0.1,65.6,84,36,219224
02 Azua,2015,7,29,2,27.66,32.6,24.1,0.96,2.6,0.0,70.0,91,45,219224
02 Azua,2015,7,30,2,27.93,33.3,24.1,0.77,2.0,0.0,70.8,94,42,219224
02 Azua,2015,8,31,3,28.54,34.2,25.1,0.2,0.6,0.0,67.3,91,39,219224
02 Azua,2015,8,32,2,28.26,34.2,24.4,0.87,2.1,0.0,69.2,90,39,219224
